appid,name,banner,woke,description
2077080,"Pitstop in Purgatory","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2077080/header_292x136.jpg?t=1726053413",0,"Contains subtly pro-LGBTQ+ messaging. Homosexual romance option."
1337010,"Alba: A Wildlife Adventure","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1337010/header_292x136.jpg?t=1721835300",-1,"Contains overtly pro-climate action messaging. The player character is a young girl who cofounds a 'wildlife rescue league.' Features a story about stopping a hotel development on a nature preserve."
1763520,"Dot's Home","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1763520/header_292x136.jpg?t=1669732172",-1,"Contains overtly pro-DEI and overtly anti-white messaging. Portrays poverty in the black community as being predominantly caused by racism. Heavy social commentary."
1684750,"I deserve a happy ending","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1684750/header_292x136.jpg?t=1678071406",-1,"Contains overtly pro-LGBTQ+ messaging. Features multiple gay characters including the player character. Features homosexual romance."
1779840,"Stardander Revenant","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1779840/header_292x136.jpg?t=1726670360",0,"Contains subtly pro-LGBTQ+ messaging. Optional homosexual romance."
1750640,"Dear Agony Aunt","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1750640/header_292x136.jpg?t=1735727912",-1,"Contains overtly pro-LGBTQ+ and overtly pro-DEI messaging. Features multiple LGBTQ+ characters. Heavy social commentary about LGBTQ+ relationships, living with disability, and sexism in the workplace."
1663970,"The Play's the Thing","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1663970/header_292x136.jpg?t=1734034858",-1,"Contains overtly pro-LGBTQ+ messaging. Multiple LGBTQ+ player character options including non-binary, gay, bisexual, aromantic, or asexual."
861540,"Dicey Dungeons","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/861540/header_292x136.jpg?t=1661358070",-1,"Contains overtly pro-LGBTQ+ messaging. The Jester is referred to using they/them pronouns."
1248590,"A Squire's Tale","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1248590/header_292x136.jpg?t=1734034536",-1,"Contains overtly pro-LGBTQ+ messaging. Non-binary player character option."
917840,"Wintermoor Tactics Club","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/917840/header_292x136.jpg?t=1628278497",-1,"Contains overtly pro-DEI, overtly pro-immigration, and subtly pro-LGBTQ+ messaging. Features an improbably diverse school in the year 1981. Students espouse contemporary leftist political sentiments."
1058690,"Signs of the Sojourner","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1058690/header_292x136.jpg?t=1667328331",-1,"Contains overtly pro-climate action messaging. Features a story about a world where 'climate change has made life hard.'"
671720,"Robin","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/671720/header_292x136.jpg?t=1518120081",-1,"Contains overtly pro-DEI messaging. The player character is a WOC with chronic fatigue syndrome. Features a story about living with a disability."
1572140,"Get-A-Grip Chip and the Body Bugs","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1572140/header_292x136.jpg?t=1698676089",0,"Contains subtly pro-transhumanism messaging. The player character is a small robot ingested into the human body to manipulate bodily functions. This is done based on the advice of a doctor."
609760,"The Eagle's Heir","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/609760/header_292x136.jpg?t=1734113861",-1,"Contains overtly pro-LGBTQ+ messaging. Multiple LGBTQ+ player character options including genderfluid, non-binary, gay, or asexual."
897120,"Moko's Advice","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/897120/header_292x136.jpg?t=1576169431",-1,"Contains subtly pro-LGBTQ+ messaging. According to the game's store page, Moko is referred to using they/them pronouns. All customers use they/them pronouns when referring to themselves or others."
1049710,"Minute of Islands","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1049710/header_292x136.jpg?t=1728901960",0,"Contains subtly pro-climate action and subtly anti-human messaging. Features a story about an increasingly unlivable world for humans and portrays human extinction due to environmental change."
782340,"Lake of Voices","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/782340/header_292x136.jpg?t=1573362149",0,"Contains subtly pro-LGBTQ+ messaging. Homosexual romance option."
2739830,"King Arthur: Legion IX","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2739830/header_292x136.jpg?t=1723193964",1,"Contains no Woke content."
1845670,"Islands of the Caliph","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1845670/header_292x136.jpg?t=1732719263",1,"Contains no Woke content."
1149000,"Monster Loves You Too!","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1149000/header_292x136.jpg?t=1701980551",-1,"Contains overtly pro-LGBTQ+ messaging. No distinction between a male or female player character. Some monsters use they/them pronouns, others use male/female pronouns."
226740,"Monster Loves You!","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/226740/header_292x136.jpg?t=1701881262",0,"Contains subtly pro-LGBTQ+ messaging. Despite other monsters using male/female pronouns, there is no distinction between a male or female player character."
1194160,"One-Eyed Lee and the Dinner Party","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1194160/header_292x136.jpg?t=1692321374",0,"Contains subtly pro-LGBTQ+ messaging. Features two minor gay npcs."
1227760,"Zip! Speedster of Valiant City","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1227760/header_292x136.jpg?t=1734034519",-1,"Contains overtly pro-LGBTQ+ messaging. Multiple LGBTQ+ player character options including non-binary, gay, or bi."
1183280,"Jazz Age","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1183280/header_292x136.jpg?t=1734034506",-1,"Contains overtly pro-LGBTQ+ messaging. Multiple LGBTQ+ player character options including non-binary, gay, bi, or poly."
343370,"SLAMMED!","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/343370/header_292x136.jpg?t=1734115094",0,"Contains subtly pro-LGBTQ+ messaging. Homosexual romance options."
1121910,"I Love You, Colonel Sanders! A Finger Lickin’ Good Dating Simulator","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1121910/header_292x136.jpg?t=1569326440",-1,"Contains overtly pro-LGBTQ+ messaging. No distinction between a male or female player. The player character is referred to using they/them pronouns."
2092520,"Hero Hours Contract 2: A Factory for Magical Girls","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2092520/header_292x136.jpg?t=1723049009",-1,"Contains overtly anti-capitalism and anti-western society messaging. Features heavy social commentary about Western economies."
1167460,"Hero Hours Contract","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1167460/header_292x136.jpg?t=1709235491",-1,"Contains overtly pro-DEI and anti-capitalism messaging. Features an all-female cast involved in a labor union. Forces the player to engage in collective bargaining. Heavy social commentary."
1034850,"Best Friend Forever","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1034850/header_292x136.jpg?t=1620362273",-1,"Contains overtly pro-LGBTQ+ messaging. Pronoun selection including an option for they/them. Features multiple LGBTQ+ characters. Homosexual romance options."
1199050,"CRASH: Autodrive","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1199050/header_292x136.jpg?t=1663610111",-1,"Contains overtly pro-LGBTQ+ and overtly pro-DEI messaging. Features multiple LGBTQ+ characters. The WOC npc Anna seems to be a race-swapped Velma look-alike."
1033080,"Letters - a written adventure","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1033080/header_292x136.jpg?t=1710425780",0,"Contains subtly pro-DEI and subtly pro-LGBTQ+ messaging. The minor npc Ragna describes herself as a 'protector of men.' Homosexual player character option."
1202900,"Assemble with Care","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1202900/header_292x136.jpg?t=1692002567",-1,"Contains overtly pro-DEI messaging. The player character is a WOC who can fix any antique. She immediately finds plenty of work in a town she has never been to before. 2 of her 4 clients are also WOC."
1048740,"Half Past Fate","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1048740/header_292x136.jpg?t=1680731185",-1,"Contains overtly pro-DEI, overtly pro-immigration, and overtly pro-climate action messaging. Features a diverse cast of 1st gen immigrants to the USA. Features a female CEO of a green tech startup."
1118000,"Revenant March","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1118000/header_292x136.jpg?t=1594774466",-1,"Contains overtly pro-DEI messaging. The player character is a WOC who uses her 'rare knowledge…to settle conflicts through words rather than violence.' Most characters are POC wearing European attire."
1101310,"Vengeful Heart","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1101310/header_292x136.jpg?t=1649149858",-1,"Contains overtly pro-DEI and subtly pro-LGBTQ+ messaging. The player character is a WOC with a heart condition. Homosexual romance option is a WOC with 'extensive combat training and experience.'"
270170,"Depression Quest","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/270170/header_292x136.jpg?t=1447359786",-1,"Contains overtly pro-LGBTQ+ messaging. The player character is a lesbian. Her relationship with her girlfriend is a major part of the story."
657050,"Humanity Must Perish","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/657050/header_292x136.jpg?t=1683924684",-1,"Contains overtly pro-climate action and overtly anti-human messaging. Kyuu states it must 'convince humans to reduce their carbon footprint, food intake, and birth rate.' Heavy social commentary."
957820,"Across the Grooves","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/957820/header_292x136.jpg?t=1738676160",0,"Contains subtly pro-LGBTQ+ messaging. Homosexual romance option."
1054560,"Alice in Stardom - A Free Idol Visual Novel","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1054560/header_292x136.jpg?t=1728941254",-1,"Contains overtly pro-LGBTQ+ messaging. Features a trans character. Homosexual romance options."
1034880,"DoraKone","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1034880/header_292x136.jpg?t=1556045385",0,"Contains subtly pro-LGBTQ+ messaging. Homosexual romance options."
578720,"A Mortician's Tale","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/578720/header_292x136.jpg?t=1668540508",-1,"Contains overtly pro-LGBTQ+ messaging. Features multiple LGBTQ+ characters. Heavy social commentary regarding LGBTQ+ themes including transgenderism."
1158310,"Crusader Kings III","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1158310/header_292x136.jpg?t=1736498603",-1,"Contains overtly pro-LGBTQ+ messaging. Multiple LGBTQ+ player character options including homosexual, bi, and asexual. A retroactive update added an option to allow same-sex marriages."
2383620,"Jolly Roger","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2383620/header_292x136.jpg?t=1691395090",-1,"Contains overtly pro-LGBTQ+ messaging. The player character is gay. Features a story about gay romance."
717610,"A Case of Distrust","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/717610/header_292x136.jpg?t=1738357137",-1,"Contains overtly pro-DEI and subtly pro-LGBTQ+ messaging. The player character is a female PI in 1920's San Francisco who is implied to be a lesbian. Feminist narrative. Heavy social commentary."
1033380,"Skate & Date","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1033380/header_292x136.jpg?t=1635289602",-1,"Contains overtly pro-LGBTQ+ messaging. The player character is a lesbian. Features a story about lesbian romance."
955370,"Weyrwood","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/955370/header_292x136.jpg?t=1734033700",-1,"Contains overtly pro-LGBTQ+ messaging. Multiple LGBTQ+ player character options including non-binary, gay, bi, or asexual."
252110,"Lovers in a Dangerous Spacetime","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/252110/header_292x136.jpg?t=1727370263",-1,"Contains overtly pro-LGBTQ+ messaging. No distinction between male/female characters. In 1-player mode, your space pet is referred to using they/them pronouns."
913010,"Your Dry Delight","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/913010/header_292x136.jpg?t=1609276652",-1,"Contains overtly pro-LGBTQ+ messaging. Features multiple gay characters and romantic interactions. Homosexual and polyamorous romance options."
1097840,"Gears 5","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1097840/header_292x136.jpg?t=1684425784",-1,"Contains overtly pro-LGBTQ+ messaging. Multiple pride flags available as banners in multiplayer."
1604030,"V Rising","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1604030/header_292x136.jpg?t=1733954722",-1,"Contains overtly pro-LGBTQ+ messaging. Uses body type in place of biological sex during character creation. The V Blood Carrier Goreswine the Ravager is referred to using they/them pronouns."
1938010,"WILD HEARTS™","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1938010/header_292x136.jpg?t=1704990383",-1,"Contains overtly pro-LGBTQ+ messaging. No distinction between male and female during character creation. Uses a choice of 'build' instead of biological sex. Pronoun selection including they/them."
2257100,"Breathless Winds - LGBT Visual Novel","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2257100/header_292x136.jpg?t=1717164047",-1,"Contains overtly pro-LGBTQ+ messaging. Features multiple LGBTQ+ characters including the player character who is trans. Features a story about transgenderism."
2269490,"Small Town Emo","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2269490/header_292x136.jpg?t=1738832617",-1,"Contains overtly pro-LGBTQ+ messaging. The player character is gay. Features a story about gay romance."
1913210,"AEW: Fight Forever","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1913210/header_292x136.jpg?t=1720617282",-1,"Contains overtly pro-LGBTQ+ messaging. Features multiple LGBTQ+ playable characters. The roster is comprised of real-life wrestlers some of whom identify as LGBTQ+."
1191120,"Growing Up","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1191120/header_292x136.jpg?t=1724727336",-1,"Contains overtly pro-LGBTQ+ messaging. Features multiple LGBTQ+ characters. Homosexual romance options."
1337760,"Potion Permit","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1337760/header_292x136.jpg?t=1737471126",0,"Contains subtly pro-LGBTQ+ messaging. Homosexual romance options."
970830,"The Dungeon Of Naheulbeuk: The Amulet Of Chaos","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/970830/header_292x136.jpg?t=1721835298",1,"Contains no Woke content."
2103680,"Mediterranea Inferno","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2103680/header_292x136.jpg?t=1727787632",-1,"Contains overtly pro-LGBTQ+ messaging. The player character is gay. Features gay characters and interactions. Features male-male homoeroticism."
1717510,"Time on Frog Island","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1717510/header_292x136.jpg?t=1738069980",-1,"Contains overtly pro-LGBTQ+ messaging. Features multiple LGBTQ+ npcs and interactions.  Forces the player to deliver multiple gay love letters between two male npcs to progress the story."
1369630,"ENDER LILIES: Quietus of the Knights","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1369630/header_292x136.jpg?t=1713433509",1,"Contains no Woke content."
653530,"Return of the Obra Dinn","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/653530/header_292x136.jpg?t=1686697594",0,"Contains subtly pro-DEI messaging. Despite the game taking place in the 19th century, the inspector can be female. Check the link for more information."
696480,"The Norwood Suite","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/696480/header_292x136.jpg?t=1732302830",0,"Contains subtly pro-LGBTQ+ messaging. The minor npc Chef Bruce is strongly implied to be gay. His room has artwork portraying a gay sexual interaction and his dialogue includes gay-coded language."
260570,"Gray Matter","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/260570/header_292x136.jpg?t=1584640057",1,"Contains no Woke content."
485980,"Syrian Warfare","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/485980/header_292x136.jpg?t=1727877519",1,"Contains no Woke content."
268400,"Panzer Corps Gold","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/268400/header_292x136.jpg?t=1726821731",1,"Contains no Woke content."
2092510,"Dome-King Cabbage","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2092510/header_292x136.jpg?t=1737476883",-1,"Contains overtly pro-LGBTQ+ messaging. The player character is non-binary and uses they/them pronouns."
1920780,"Stray Gods: The Roleplaying Musical","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1920780/header_292x136.jpg?t=1736214401",-1,"Contains overtly pro-DEI and overtly pro-LGBTQ+ messaging. Race-swaps multiple Greek gods. Multiple LGBTQ+ characters including non-binary characters that use they/them pronouns."
2708580,"duplicity loop","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2708580/header_292x136.jpg?t=1716231993",-1,"Contains overtly pro-LGBTQ+ messaging. The player character is non-binary and goes by any pronouns including they/them."
2817050,"FOOL'S PARADISE","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2817050/header_292x136.jpg?t=1731107813",-1,"Contains overtly pro-LGBTQ+ messaging. Pronoun selection. Homosexual romance options."
2930290,"Love at The Milky Way Diner: Demo","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2930290/header_292x136.jpg?t=1728927826",-1,"Contains overtly pro-LGBTQ+ messaging. The player character is referred to using they/them pronouns. Features multiple LGBTQ+ characters and romance options. The npc Roswell is non-binary."
2869860,"Monster Prom 4: Monster Con","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2869860/header_292x136.jpg?t=1736938741",-1,"Contains overtly pro-LGBTQ+ messaging. Pronoun selection including an option for they/them. Multiple LGBTQ+ characters including non-binary characters."
1722860,"Munchkin Digital","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1722860/header_292x136.jpg?t=1737566870",-1,"Contains overtly pro-LGBTQ+ messaging. The 'Curse! Change Sex' card forcibly changes a player's sex."
1145350,"Hades II","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1145350/header_292x136_alt_assets_0.jpg?t=1729834138",-1,"Contains overtly pro-LGBTQ+ and overtly pro-DEI messaging. Several Greek gods have been race-swapped including Hestia, who has vitiligo. Multiple npcs appear androgynous contradicting Greek myth/art."
627690,"Idle Champions of the Forgotten Realms","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/627690/header_292x136.jpg?t=1738785051",-1,"Contains overtly pro-LGBTQ+ messaging. Multiple non-binary champions who use they/them pronouns."
1274630,"So May It Be: A Witch Dating Simulator","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1274630/header_292x136.jpg?t=1588870144",-1,"Contains overtly pro-LGBTQ+ messaging. Features lesbian characters and romance options. Features a trans character."
1187600,"Wicked Willow","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1187600/header_292x136.jpg?t=1666982995",-1,"Contains overtly pro-LGBTQ+ messaging. Features multiple LGBTQ+ characters and romance options. Heavy social commentary regarding various LGBTQ+ themes."
1153170,"Bomber Bother","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1153170/header_292x136.jpg?t=1736048811",-1,"Contains overtly pro-LGBTQ+ messaging. Various pride flags. Lots of text and numbers are colored the same as the trans pride flag. An achievement is titled 'Trans Rights!'"
827290,"Secret Little Haven","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/827290/header_292x136.jpg?t=1672123866",-1,"Contains overtly pro-LGBTQ+ messaging. The player character is trans. Features a story about transgenderism. Heavy social commentary."
1171840,"Ironheart","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1171840/header_292x136.jpg?t=1734034498",-1,"Contains overtly pro-LGBTQ+ messaging. LGBTQ+ player character options including non-binary, gay, bi or asexual."
375440,"Hero-U: Rogue to Redemption","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/375440/header_292x136.jpg?t=1667944889",0,"Contains subtly pro-LGBTQ+ messaging. Homosexual romance options."
688260,"Morph Girl","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/688260/header_292x136.jpg?t=1730138762",-1,"Contains overtly pro-LGBTQ+ messaging. The player character is a lesbian grieving her wife's death."
1159090,"Zoria: Age of Shattering","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1159090/header_292x136.jpg?t=1734512881",0,"Contains subtly pro-DEI messaging. Many female front-line warriors and authority figures. Your first companion comes from a choice between two WOC warriors."
2286390,"Tunnet","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2286390/header_292x136.jpg?t=1712484677",-1,"Contains overtly pro-LGBTQ+ messaging. When choosing a name for the player character, pronouns are listed alongside each name choice."
1961370,"Blue Oak Bridge","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1961370/header_292x136.jpg?t=1710171424",-1,"Contains overtly pro-LGBTQ+ messaging. No distinction between male and female during character creation. Features multiple non-binary characters that use they/them pronouns."
921800,"Encased: A Sci-Fi Post-Apocalyptic RPG","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/921800/header_292x136.jpg?t=1669389314",-1,"Contains overtly pro-LGBTQ+ and overtly pro-DEI messaging. Uses body type instead of biological sex during character creation. Gender selector with an option for 'other'. Skin options are ethnicities."
746850,"Cloudpunk","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/746850/header_292x136.jpg?t=1729027817",-1,"Contains overtly pro-LGBTQ+ messaging. The City of Ghosts dlc features multiple LGBTQ+ npcs. The npc Sam reveals she used to have testicles."
907770,"STONE","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/907770/header_292x136.jpg?t=1722757765",-1,"Contains overtly pro-LGBTQ+ messaging. The player character is gay and on a quest to save his kidnapped lover."
959410,"The Endless Empty","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/959410/header_292x136.jpg?t=1718195987",-1,"Contains overtly anti-capitalism and overtly anti-western society messaging. The npc known as The Boss says a man living in a capitalist society wants anarchy. Heavy social commentary."
795680,"Border of her Heart","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/795680/header_292x136.jpg?t=1617351326",0,"Contains subtly pro-LGBTQ+ messaging. One possible ending involves optional homosexual romance."
393520,"Iconoclasts","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/393520/header_292x136.jpg?t=1667685382",-1,"Contains overtly pro-LGBTQ+, overtly pro-DEI, and subtly pro-climate action messaging. Multiple LGBTQ+ characters. Most major characters are female. Heavy social commentary."
279160,"Ultionus: A Tale of Petty Revenge","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/279160/header_292x136.jpg?t=1649342855",-1,"Contains overtly pro-DEI messaging. Features a feminist meta-narrative about getting revenge on internet trolls. The game ends with the female player character kicking the male villain in the balls."
893790,"Newfound Courage","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/893790/header_292x136.jpg?t=1659662275",-1,"Contains overtly pro-LGBTQ+ messaging. The player character is gay. Features homosexual romance. The dlc Return to Otherwhere features homosexual romance options."
917680,"one night, hot springs","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/917680/header_292x136.jpg?t=1730541560",-1,"Contains overtly pro-LGBTQ+ messaging. The player character is trans. Features a story about transgenderism. Heavy social commentary."
427290,"Vampyr","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/427290/header_292x136.jpg?t=1727792911",-1,"Contains overtly pro-DEI and subtly pro-LGBTQ+ messaging. Historically inaccurate diversity in 1918 England. Multiple minor LGBTQ+ npcs."
758320,"Cursed Lands","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/758320/header_292x136.jpg?t=1684499584",0,"Contains subtly pro-LGBTQ+ messaging. Homosexual romance options."
679230,"Tell a Demon","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/679230/header_292x136.jpg?t=1698682798",0,"Contains subtly pro-LGBTQ+ messaging. Homosexual romance options."
612100,"These nights in Cairo","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/612100/header_292x136.jpg?t=1667206904",0,"Contains subtly pro-LGBTQ+ messaging. Homosexual romance option. Optional female-female homoeroticism based on the player's choices."
649790,"Harvest Life","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/649790/header_292x136.jpg?t=1728462576",0,"Contains subtly pro-LGBTQ+ messaging. Homosexual player character option during character creation. Homosexual romance options."
559610,"Love Ribbon","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/559610/header_292x136.jpg?t=1683848236",-1,"Contains overtly pro-LGBTQ+ messaging. Features lesbian characters and romance. The player character is a lesbian. The adult patch adds female-female homoeroticism."
1921560,"Flowers -Le volume sur hiver-","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1921560/header_292x136.jpg?t=1730123614",-1,"Contains overtly pro-LGBTQ+ messaging. Features lesbian characters and romance. The player character is a lesbian."
1238730,"Flowers -Le volume sur automne-","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1238730/header_292x136.jpg?t=1730123553",-1,"Contains overtly pro-LGBTQ+ messaging. Features lesbian characters and romance. The player character is a lesbian."
858940,"Flowers -Le volume sur ete-","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/858940/header_292x136.jpg?t=1730123573",-1,"Contains overtly pro-LGBTQ+ messaging. Features lesbian characters and romance. The player character is a lesbian."
452440,"Flowers -Le volume sur printemps-","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/452440/header_292x136.jpg?t=1730123719",-1,"Contains overtly pro-LGBTQ+ messaging. Features lesbian characters and romance. The player character is a lesbian."
269650,"Dex","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/269650/header_292x136.jpg?t=1637152112",0,"Contains subtly pro-LGBTQ+ messaging. Homosexual romance option. Optional female-female homoeroticism based on the player's choices."
553480,"The Pirate's Fate","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/553480/header_292x136.jpg?t=1572320597",-1,"Contains overtly pro-LGBTQ+ messaging. Features multiple LGBTQ+ characters and interactions. Characters can undergo a number of changes based on the player's choices including sex changes."
1161650,"Sakura Gamer 2","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1161650/header_292x136.jpg?t=1667493047",-1,"Contains overtly pro-LGBTQ+ messaging. Features lesbian characters and romance. The player character is a lesbian. Features female-female homoeroticism."
685680,"Sakura Gamer","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/685680/header_292x136.jpg?t=1667490447",-1,"Contains overtly pro-LGBTQ+ messaging. Features lesbian characters and romance. The player character is a lesbian. Features female-female homoeroticism."
636390,"Ticket to Earth","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/636390/header_292x136.jpg?t=1667191273",-1,"Contains overtly pro-LGBTQ+ messaging. The player character is a lesbian. Her relationship with her girlfriend plays a major role in the story."
717640,"Reigns: Her Majesty","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/717640/header_292x136.jpg?t=1728690400",0,"Contains subtly pro-LGBTQ+ messaging. Homosexual romance option."
657120,"Flix and Chill 2: Millennials","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/657120/header_292x136.jpg?t=1500397398",0,"Contains subtly pro-LGBTQ+ messaging. Homosexual romance options."
716340,"Blackberry Honey","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/716340/header_292x136.jpg?t=1726556926",-1,"Contains overtly pro-LGBTQ+ messaging. Features a story about lesbian characters and romance. The player character is a lesbian. Features female-female homoeroticism."
508740,"Wheels of Aurelia","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/508740/header_292x136.jpg?t=1727787641",0,"Contains subtly pro-LGBTQ+ messaging. Homosexual romance option."
701420,"Ne no Kami - The Two Princess Knights of Kyoto Part 2","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/701420/header_292x136.jpg?t=1726606652",-1,"Contains overtly pro-LGBTQ+ messaging. Features lesbian characters and romance. The player character is a lesbian. Features female-female homoeroticism."
490890,"Ne no Kami: The Two Princess Knights of Kyoto","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/490890/header_292x136.jpg?t=1665170921",-1,"Contains overtly pro-LGBTQ+ messaging. Features lesbian characters and romance. The player character is a lesbian. Features female-female homoeroticism."
253390,"Hot Tin Roof: The Cat That Wore A Fedora","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/253390/header_292x136.jpg?t=1726262516",0,"Contains subtly pro-LGBTQ+ messaging. The player character is a lesbian. Option to flirt with a female npc at one point in the story."
